concept,meaning,category,fullName
CEP,"실시간으로 발생하는 많은 사건들 중 의미가 있는 것만을 추출할 수 있도록 사건 발생 조건을 정의하는 데이터 처리 방법이다. 금융, 통신, 전력, 물류, 국방 등에서 대용량 데이터 스트림에 대한 요구를 실시간으로 대응하기 위하여 개발된 기술",SW 관련 신기술,Complex Event Processing
Digital Twin,"현실속의 사물을 소프트웨어로 가상화한 모델로, 실제 자신의 특성에 대한 정확한 정보를 얻을 수 있고, 최적화, 돌발사고 최소화, 생산성 증가 등 설계부터 제조, 서비스에 이르는 모든 과정의 효율성을 향상시킬 수 있다. 현실 속의 사물을 대신해 다양한 상황을 모의 실험하기 위한 용도로 사용함",SW 관련 신기술,
TensorFlow,"구글의 구글 브레인 팀이 만든, 다양한 작업에 대해 데티어 흐름 프로그래밍을 위한 오픈소스 소프트웨어 라이브러리. C++ 언어로 제작되었고, 구글 검색, 음성 인식, 번영 등의 구글 서비스 전반에서 다양하게 사용되고 있음",SW 관련 신기술,
Docker,"컨테이너 기술을 자동화하여 쉽게 사용할 수 있게 하는 오픈소스 프로젝트, 소프트웨어 컨테이너 안에 응용 프로그램을 배치시키는 일을 자동화해주는 역할 수행함",SW 관련 신기술,
Scrapy,"Python 기반의 웹 크롤링 프레임워크로, 코드 재사용을 높이는 데 도움이 되며, 대규모의 크롤링 프로젝트에 적합함",SW 관련 신기술,
Container,앱이 운영체제에 상관 없이 독립적으로 실행되기 위한 파일들을 묶어놓은 패키지,SW 관련 신기술,
Blockchain,P2P 네트워크를 이용하여 온라인 금융 거래 정보를 온라인 네트워크 참여자의 디지털 장비에 분산 저장하는 기술,보안 관련 신기술,
DLT,"중앙 관리자나 중앙 데이터 저장소가 존재하지 않고, P2P 망내의 참여자들에게 모든 거래 목록이 분산 저장되어 거래가 발생할 때마다 지속적으로 갱신되는 디지털 원장이다.",보안 관련 신기술,Distributed Ledger Technology
QKD,"양자 통신을 위해 비밀키를 분배하여 관리하는 기술, 두 시스템이 암호 알고리즘 동작을 위한 비밀키를 안전하게 공유하기 위해 양자 암호키 분배 시스템을 설치하여 운용하는 방식으로 활용함",보안 관련 신기술,Quantum key Technololgy
PET,"개인정보 위험 관리 기술로, 암호화, 익명화 등 개인정보를 보호하는 기술에서 사용자가 직접 개인정보를 통제하기 위한 기술까지 다양한 사용자 프라이버시 보호 기술을 통칭한다.",보안 관련 신기술,Privacy Enhancing Technology
CC,"ISO 15408 표준으로 채택된 정보 보호 제품의 평가 기준, 시스템의 평가 원칙과 평가 모델, 시스템 보안 기능 요구사항, 시스템 7등급 평가를 위한 보증 요구사항으로 구성되어 있다",보안 관련 신기술,Common Creitieria
PIA,"개인 정보를 활용하는 새로운 정보시스템의 도입 및 기존 정보시스템의 중요한 변경 시 시스템의 구축 운영이 기업의 고객은 물론 국민의 사생활에 미칠 영향에 대해 미리 조사,분석, 평가하는 제도",보안 관련 신기술,Privacy Impact Assessment
Software Escrow,"소프트웨어 개발자의 지식재산권을 보호하고, 사용자는 저렴한 비용으로 소프트웨어를 안정적으로 사용 및 유지보수 받을 수 있도록 소스 프로그램과 기술 정보 등을 제 3의 기관에 보관하는 것",보안 관련 신기술,
BaaS,"블록체인 앱의 개발 환경을 클라우드 기반으로 제공하는 서비스, 블록체인 네트워크에 노드의 추가 및 제거가 용이하고, 블록체인 플랫폼마다 다른 블록체인 기술을 보다 편리하게 사용할 수 있다",보안 관련 신기술,Blockchian as a Service
OWASP,"웹 정보 노출이나 악성 코드, 스크립트, 보안이 취약한 부분을 연구하는 비영리 단체, 보안에 미치는 영향이 큰 것을 기준으로 선정한 10대 웹 애플리케이션 취약점을 3~4년에 한 번씩 발표하고 있다.",보안 관련 신기술,the Open Web Application Security Project
TCP Wrapper,"외부 컴퓨터의 접속 인가 여부를 점검하여 접속을 허용 및 거부하는 보안용 도구, 네트웨크에 접속하면 로그인한 다른 컴퓨터 사용자의 ID 및 로그를 조회하여 악용 가능하나 이를 방지하기 위한 방화벽 역할을 함",보안 관련 신기술,
Honeypot,"비정상적 접근을 탐지하기 위해 설치해 둔 시스템이다, 침입자를 속여 실제 공격을 당하는 것처럼 보여줌으로써 추적 및 공격 기법에 대한 정보를 수집한다",보안 관련 신기술,
DPI,"OSI 7 layer 전 계층의 프로토콜과 패킷 내부의 콘텐츠를 파악하여 침입 시도, 해킹을 탐지하고 트래픽을 조정하기 위한 패킷 분석 기술",보안 관련 신기술,Deep Packet Inspection
소프트웨어 개발 보안,소프트웨어 개발 과정에서 발생할 수 있는 보안 취약점을 최소화하여 보안 위협으로부터 안전한 소프트웨어를 개발하기 위한 일련의 보안 활동을 의미한다,소프트웨어 개발 보안,
행정안전부,"소프트웨어 개발 보안정책을 총괄, 보안 관련 법규, 지침, 제도를 정비한다. 보안 약점을 진단하는 사람의 양성 및 관련 업무 수행하는 보안 관련 기관",소프트웨어 개발 보안,
한국인터넷진흥원,"소프트웨어 개발 보안 정책 및 가이드를 개발, 보안에 대한 기술을 지원하고 교육과정 및 자격 제도를 운영하는 보안 관련 기관",소프트웨어 개발 보안,
발주기관,"소프트웨어 개발 보안의 계획을 수립, 보안 사업자 및 감리 법인을 선정, 개발 보안 준수 여부를 점검하는 보안 관련 기관",소프트웨어 개발 보안,
사업자,"보안 관련 기술 수준 및 적용 계획을 명시, 보안 관련 인력 교육, 참조 개발, 자체 약점 진단 제거, 시정 요구사항을 이행하는 보안 관련 기관",소프트웨어 개발 보안,
감리법인,"감리 계획을 수립하고 협의, 보안 약점의 제거 여부 및 조치 결과를 확인한다",소프트웨어 개발 보안,
프로젝트 관리자,"응용 프로그램에 대한 보안 전략을 조직 구성원들에게 전달, 응용 프로그램 보안 영향을 이해시키고, 조직의 상태를 모니터링 하는 직무",소프트웨어 개발 보안,
요구사항 분석가,"아키텍트가 고려해야 할 보안 관련 비즈니스 요구사항을 설명, 팀이 고려해야 할 구조 정의 및 해당 구조에 존재하는 자원에 대한 보안 요구사항을 정의하는 직무",소프트웨어 개발 보안,
아키텍트,보안 오류가 발생하지 않도록 보안 기술 문제를 충분히 이해한다. 시스템에 사용되는 모든 리소스 정의 및 각 리소스별로 적절한 보안 요구사항을 적용한다,소프트웨어 개발 보안,
설계자,"특정 기술에 대해 보안 요구사항의 민족성 여부를 확인, 소프트웨어에서 발견된 보안 위협에 대해 적절히 대응하는 직무",소프트웨어 개발 보안,
구현 개발자,구조화된 소프트웨어 개발 환경에서 프로그램을 원할히 구현할 수 있도록 시큐어 코딩 표준 준수 개발하는 직무,소프트웨어 개발 보안,
테스트 분석가,"소프트웨어 개발 요구사항과 구현 결과를 반복적으로 확인, 보안 위험에 대한 학습이나 툴 사용법 정도는 숙지하는 직무",소프트웨어 개발 보안,
보안 감시자,"소프트웨어 개발 프로젝트의 현재 상태의 보안을 보장, 요구사항 검토 시 요구사항의 적합성과 완전성을 확인, 전체 단계에서 활동하는 직무",소프트웨어 개발 보안,
시큐어 코딩,개발하고 있는 소프트웨어의 보안상 취약점을 사전에 보완하면서 프로그래밍 하는 것을 의미,소프트웨어 개발 보안,
개인정보 보호법,개인정보의 처리 및 보호에 관한 사항을 정함으로써 개인의 자유와 권리를 보호한다,소프트웨어 개발 보안,
HACMP,"긴 시간동안 안정적인 서비스 운영을 위해 장애 발생 시 즉시 다른 시스템으로 대체 가능한 환경을 구축하는 메커니즘, 클러스터링으로 엮어 다수의 시스템을 동시에 연결할 수 있다. 2개의 서버를 연결하는 이중화를 통해 안전성 높일 수 있음",HW 관련 보안,High Availablity Clustrering Multi Processiong
3D Printing,손으로 만질 수 있는 실제 물체로 만들어내는 것을 말한다. 아주 얇은 두께로 한층한층 적층시켜 하나의 형태를 만들어내는 기술,HW 관련 보안,
4D Printing,특정 시간이나 환경 조건이 갖추어지면 스스로 형태를 변화시키거나 제조되는 자가 조립 기술이 적용된 제품을 3D Printing 하는 기술을 의미,HW 관련 보안,
RAID,"여러 개의 하드디스크로 디스크 배열을 구성하여 파일을 구성하고 있는 데이터블록들을 서로 다른 디스크에 분산 저장할 경우 여러 디스크에서 동시에 읽거나 쓸 수 있으므로, 디스크 속도가 매우 향상되는 기술, 한 디스크에만 결함이 발생해도 전체 데이터에 파일이 손상되는 문제가 발생한다. 이러한 문제를 해결하기 위해 디스크 배열에 오류 검출 및 복구를 위한 여분의 디스크들을 추가하여 원래 데이터를 복구할 수 있게함",HW 관련 보안,Redundant Array of Inexpensive Disk
N-Screen,N개의 서로 다른 단말기에서 동일한 컨텐츠를 자유롭게 이용할 수 있는 서비스,HW 관련 보안,
Companion Screen,"방송 시청 시 방송 내용을 공유하여 추가적인 기능을 수행할 수 있는 스마트폰, 태블릿 PC 등을 의미함, 세컨드 스크린이라고도 함.",HW 관련 보안,
Thin Client PC,하드디스크나 주변 장치 없이 기본적인 메모리만 갖추고 서버와 네트워크로 운용되는 개인용 컴퓨터를 의미함. ,HW 관련 보안,
Phablet,폰과 태블릿의 합성어로 대화면 스마트폰 의미,HW 관련 보안,
Universal Serial Bus Type-C,"범용 인터페이스 규격인 유에스비 표준 중 하나, 초당 10Gbps, 100W 전력 전송 가능",HW 관련 보안,
MEMS,"초정밀 반도체 제조 기술을 바탕으로 센서, 액추에이터 등 기계 구조를 다양한 기술로 미세 가공하여 전기기계적 동작을 할 수 있도록 한 초미세 장치, 일반적으로 작은 실리콘 칩 위에 마이크로 단위의 작은 부품과 이들을 입체적으로 연결하는 마이크로 회로들로 구성되며, 정보기기의 센서나 프린터 헤드, HDD 자기 헤드 등 이용됨",HW 관련 보안,Micro-Electro Mechanical Systems
TrustZone Technology,"ARM에서 개발한 기술로, 하나의 프로세서 내에서 일반 애플리케이션을 처리하는 일반 구역과 보안이 필요한 애플리케이션을 처리하는 보안 구역으로 분할하여 관리하는 하드웨어 기반의 보안 기술",HW 관련 보안,
M-DISC,"한번의 기록만으로 자료를 영구 보관할 수 있는 광 저장 장치, 디스크 표면에 무기물층에 레이저를 이용해 자료를 조각함",HW 관련 보안,
Memristor,메모리와 레지스터의 합성어로 전류의 방향과 양 등 기존의 경험을 모두 기억하는 특별한 소자. 전원 공급이 끊어졌을 때도 직전에 통과한 전류의 방향과 양을 기억하고 있기 때문에 전원이 공급되면 기존의 상태가 그대로 복원됨,HW 관련 보안,
Secure OS,"기존 운영체제에 내재된 보안 취약점을 해소하기 위해 보안 기능을 갖춘 커널을 이식하여 외부의 침입으로부터 시스템 자원을 보호하는 운영체제, TCB를 기반으로 참조 모니터의 개념을 구현하고 집행함",Secure OS,
TCB,"운영체제, 하드웨어, 소프트웨어, 펌웨어 등 컴퓨터 시스템 내의 모든 장치가 보안 정책을 따르도록 설계한 보호 매커니즘",Secure OS,Trusted Computing Base
암호적 분리,내부 정보를 암호화하는 방법,Secure OS,
논리적 분리,프로세스의 논리적 구역을 지정하여 구역을 벗어나는 행위를 제한하는 방법,Secure OS,
시간적 분리,동일 시간에 하나의 프로세스만 수행되도록하여 동시 실행으로 발생하는 보안 취약점을 제거하는 방법,Secure OS,
물리적 분리,사용자별로 특정 장비만 사용하도록 제한하는 방법,Secure OS,
참조 모니터,"보호대상의 객체에 대한 접근 통제를 수행하는 추상머신이며, 이것을 실제로 구현한 것이 보안 커널이다. 격리성, 검증가능성, 완전성 특징을 갖는다",Secure OS,
